 Start!

****************************************************
Bisection initization at point A:    0.8000   0.7000
****************************************************

 value function iteration: W-type (unconstrained)
iter               distw             distgwk                kmin                kmax
  11        9.722014E-01        4.897072E+00        3.570782E+00        5.000000E-02        6.000000E+00       -2.190713E+01        9.660000E-01
  12        9.122122E-01        4.921283E+00        3.588436E+00        5.000000E-02        6.000000E+00       -2.190713E+01        9.660000E-01
  13        8.066844E-01        4.652283E+00        3.392289E+00        5.000000E-02        6.000000E+00       -2.190713E+01        9.660000E-01
  14        1.179338E+00        4.904577E+00        3.576254E+00        5.000000E-02        6.000000E+00       -2.190713E+01        9.660000E-01
  15        1.523071E+00        3.902892E+00        2.845859E+00        5.000000E-02        6.000000E+00       -2.190713E+01        9.660000E-01
  16        1.225865E-01        9.685997E-02        7.062706E-02        5.000000E-02        6.000000E+00       -2.190713E+01        9.660000E-01
  17        1.979793E-02        6.406869E-02        5.888577E-02        5.000000E-02        6.000000E+00       -2.190713E+01        9.660000E-01
  18        3.705939E-03        5.360360E-02        3.908596E-02        5.000000E-02        6.000000E+00       -2.190713E+01        9.660000E-01
  19        3.714237E-03        5.360360E-02        3.908596E-02        5.000000E-02        6.000000E+00       -2.190713E+01        9.660000E-01
  20        4.580334E-04        5.955956E-03        5.474140E-03        5.000000E-02        6.000000E+00       -2.190713E+01        9.660000E-01
  21        3.720969E-03        5.360360E-02        3.908596E-02        5.000000E-02        6.000000E+00       -2.190713E+01        9.660000E-01
  22        2.691363E-04        5.955956E-03        5.474140E-03        5.000000E-02        6.000000E+00       -2.190713E+01        9.660000E-01
  23        3.569775E-05        5.955956E-03        5.474140E-03        5.000000E-02        6.000000E+00       -2.190713E+01        9.660000E-01
  24        3.606092E-06        5.955956E-03        5.474140E-03        5.000000E-02        6.000000E+00       -2.190713E+01        9.660000E-01
 stationary distribution on both W-type and V-type firm
initial: sum(muw) =    0.000000E+00, sum(muv) =    1.000000E+00, total =    1.000000E+00
  steadyStateDistribution has kfval =   0.0050kidx =    1 (kwLeft, kwRight) = ( 1.0000, 0.0000) and born with =   0.0500
iter             distmuw             distmuv            sum(muw)            sum(muv)               total                kagg
============================================================================================================================
   1        8.409123E-03        2.772458E-01        2.910000E-02        9.709000E-01        1.000000E+00        5.000000E-02
  steadyStateDistribution has kfval =   0.0133kidx =    1 (kwLeft, kwRight) = ( 1.0000, 0.0000) and born with =   0.0500
   2        2.095159E-03        5.945702E-02        5.529000E-02        9.447100E-01        1.000000E+00        1.325910E-01
  steadyStateDistribution has kfval =   0.0370kidx =    1 (kwLeft, kwRight) = ( 1.0000, 0.0000) and born with =   0.0500
   3        1.885644E-03        1.158027E-02        7.886100E-02        9.211390E-01        1.000000E+00        3.700039E-01
   4        8.409123E-03        1.172752E-02        1.000749E-01        8.999251E-01        1.000000E+00        6.860621E-01
   5        6.715360E-03        9.365365E-03        1.193089E-01        8.806911E-01        1.000000E+00        1.101293E+00
   6        8.219616E-03        1.146323E-02        1.452145E-01        8.547855E-01        1.000000E+00        1.630395E+00
   7        8.219616E-03        1.146323E-02        1.919876E-01        8.080124E-01        1.000000E+00        2.199599E+00
   8        8.010581E-03        1.117170E-02        2.565097E-01        7.434903E-01        1.000000E+00        2.644482E+00
   9        8.010581E-03        1.117170E-02        3.248608E-01        6.751392E-01        1.000000E+00        2.934012E+00
  10        6.513895E-03        9.084398E-03        3.853380E-01        6.146620E-01        1.000000E+00        3.139424E+00
  11        5.682727E-03        7.925236E-03        4.351665E-01        5.648335E-01        1.000000E+00        3.309970E+00
  12        7.876128E-03        1.098419E-02        4.761927E-01        5.238073E-01        1.000000E+00        3.448610E+00
  13        7.876128E-03        1.098419E-02        5.100812E-01        4.899188E-01        1.000000E+00        3.547562E+00
  14        5.147828E-03        7.179256E-03        5.372641E-01        4.627359E-01        1.000000E+00        3.612605E+00
  15        8.200179E-03        1.143612E-02        5.581196E-01        4.418804E-01        1.000000E+00        3.655817E+00
  16        8.200179E-03        1.143612E-02        5.737016E-01        4.262984E-01        1.000000E+00        3.685449E+00
  17        5.758304E-03        8.030638E-03        5.849348E-01        4.150652E-01        1.000000E+00        3.705831E+00
  18        2.479328E-03        3.457716E-03        5.929900E-01        4.070100E-01        1.000000E+00        3.719695E+00
  19        2.639644E-03        3.681296E-03        5.987009E-01        4.012991E-01        1.000000E+00        3.729038E+00
  20        1.773409E-03        2.473229E-03        6.026800E-01        3.973200E-01        1.000000E+00        3.735315E+00
  21        1.194327E-03        1.665630E-03        6.054382E-01        3.945618E-01        1.000000E+00        3.739542E+00
  22        8.058730E-04        1.123885E-03        6.073169E-01        3.926831E-01        1.000000E+00        3.742395E+00
  23        5.428227E-04        7.570306E-04        6.085737E-01        3.914263E-01        1.000000E+00        3.744316E+00
  24        3.492253E-04        4.870360E-04        6.094186E-01        3.905814E-01        1.000000E+00        3.745608E+00
  25        2.455135E-04        3.423976E-04        6.099818E-01        3.900182E-01        1.000000E+00        3.746477E+00
  26        1.651056E-04        2.302594E-04        6.103567E-01        3.896433E-01        1.000000E+00        3.747062E+00
  27        1.109348E-04        1.547117E-04        6.106062E-01        3.893938E-01        1.000000E+00        3.747454E+00
  28        7.436606E-05        1.037123E-04        6.107715E-01        3.892285E-01        1.000000E+00        3.747718E+00
  29        4.984864E-05        6.951983E-05        6.108812E-01        3.891188E-01        1.000000E+00        3.747894E+00
  30        3.342291E-05        4.661221E-05        6.109543E-01        3.890457E-01        1.000000E+00        3.748012E+00
  31        2.241706E-05        3.126324E-05        6.110030E-01        3.889970E-01        1.000000E+00        3.748092E+00
  32        1.503692E-05        2.097076E-05        6.110355E-01        3.889645E-01        1.000000E+00        3.748145E+00
  33        1.008388E-05        1.406317E-05        6.110572E-01        3.889428E-01        1.000000E+00        3.748181E+00
  34        6.760644E-06        9.428519E-06        6.110717E-01        3.889283E-01        1.000000E+00        3.748205E+00
  35        4.532261E-06        6.320775E-06        6.110815E-01        3.889185E-01        1.000000E+00        3.748221E+00
  36        3.038054E-06        4.236927E-06        6.110880E-01        3.889120E-01        1.000000E+00        3.748231E+00
  37        2.036388E-06        2.839984E-06        6.110924E-01        3.889076E-01        1.000000E+00        3.748239E+00
  38        1.364844E-06        1.903437E-06        6.110953E-01        3.889047E-01        1.000000E+00        3.748243E+00
  39        9.147174E-07        1.275682E-06        6.110972E-01        3.889028E-01        1.000000E+00        3.748247E+00
  40        6.130287E-07        8.549411E-07        6.110986E-01        3.889014E-01        1.000000E+00        3.748249E+00
  41        4.108380E-07        5.729623E-07        6.110994E-01        3.889006E-01        1.000000E+00        3.748250E+00
  42        2.753279E-07        3.839774E-07        6.111000E-01        3.889000E-01        1.000000E+00        3.748251E+00
  43        1.845172E-07        2.573311E-07        6.111004E-01        3.888996E-01        1.000000E+00        3.748252E+00
  44        1.236642E-07        1.724644E-07        6.111007E-01        3.888993E-01        1.000000E+00        3.748252E+00
  45        8.288232E-08        1.155892E-07        6.111009E-01        3.888991E-01        1.000000E+00        3.748253E+00
  46        5.555022E-08        7.747136E-08        6.111010E-01        3.888990E-01        1.000000E+00        3.748253E+00

Bisection initialized on (p, w, q, Q) =  2.687500 0.800000 0.700000 0.882339
	w - psi*cagg = -2.241880, Inv_used - DisInv =  0.409966


****************************************************
Bisection initization at point C:    1.3000   0.9900
****************************************************

 value function iteration: W-type (unconstrained)
iter               distw             distgwk                kmin                kmax
====================================================================================
   1        2.588688E+02        5.000000E-02        4.675000E-02        5.000000E-02
   2        2.403777E-01        3.120921E+00        4.675000E-02        3.170921E+00
   3        1.324379E-01        2.176644E-01        4.675000E-02        3.212613E+00
   4        8.483860E-02        2.382382E-02        4.675000E-02        3.230480E+00
   5        6.011454E-02        1.191191E-02        4.675000E-02        3.236436E+00
   6        4.554668E-02        3.380405E-02        4.675000E-02        3.242392E+00
   7        3.608656E-02        5.955956E-03        4.675000E-02        3.242392E+00
   8        2.945222E-02        1.875389E-11        4.675000E-02        3.242392E+00
   9        2.451404E-02        1.006306E-11        4.675000E-02        3.242392E+00
  10        2.066932E-02        2.559197E-11        4.675000E-02        3.242392E+00
  11        1.757617E-02        2.559197E-11        4.675000E-02        3.242392E+00
  12        1.502918E-02        1.875389E-11        4.675000E-02        3.242392E+00
  13        1.289797E-02        1.313172E-12        4.675000E-02        3.242392E+00
  14        1.109515E-02        1.102896E-11        4.675000E-02        3.242392E+00
  15        9.559003E-03        3.032241E-12        4.675000E-02        3.242392E+00
  16        8.243766E-03        1.875389E-11        4.675000E-02        3.242392E+00
  17        7.114104E-03        1.006306E-11        4.675000E-02        3.242392E+00
  18        6.141825E-03        1.209122E-11        4.675000E-02        3.242392E+00
  19        5.303872E-03        1.209122E-11        4.675000E-02        3.242392E+00
  20        4.581054E-03        1.875389E-11        4.675000E-02        3.242392E+00
  21        3.957196E-03        2.028155E-12        4.675000E-02        3.242392E+00
  22        3.418551E-03        8.439915E-12        4.675000E-02        3.242392E+00
  23        2.953366E-03        9.000356E-12        4.675000E-02        3.242392E+00
  24        2.551562E-03        9.310330E-12        4.675000E-02        3.242392E+00
  25        2.204468E-03        1.815437E-12        4.675000E-02        3.242392E+00
  26        1.904614E-03        7.687184E-12        4.675000E-02        3.242392E+00
  27        1.645561E-03        1.875389E-11        4.675000E-02        3.242392E+00
  28        1.421750E-03        1.719069E-12        4.675000E-02        3.242392E+00
  29        1.228384E-03        1.628209E-11        4.675000E-02        3.242392E+00
  30        1.061320E-03        3.032241E-12        4.675000E-02        3.242392E+00
  31        9.169775E-04        1.875389E-11        4.675000E-02        3.242392E+00
  32        7.922672E-04        1.875389E-11        4.675000E-02        3.242392E+00
  33        6.845181E-04        1.153078E-11        4.675000E-02        3.242392E+00
  34        5.914232E-04        2.259748E-11        4.675000E-02        3.242392E+00
  35        5.109894E-04        2.259748E-11        4.675000E-02        3.242392E+00
  36        4.414947E-04        2.935874E-12        4.675000E-02        3.242392E+00
  37        3.814513E-04        9.502621E-12        4.675000E-02        3.242392E+00
  38        3.295739E-04        1.153078E-11        4.675000E-02        3.242392E+00
  39        2.847518E-04        2.078204E-11        4.675000E-02        3.242392E+00
  40        2.460256E-04        1.637845E-11        4.675000E-02        3.242392E+00
  41        2.125661E-04        1.481393E-11        4.675000E-02        3.242392E+00
  42        1.836571E-04        1.234213E-11        4.675000E-02        3.242392E+00
  43        1.586797E-04        1.284395E-11        4.675000E-02        3.242392E+00
  44        1.370993E-04        1.875389E-11        4.675000E-02        3.242392E+00
  45        1.184538E-04        1.875389E-11        4.675000E-02        3.242392E+00
  46        1.023441E-04        9.310330E-12        4.675000E-02        3.242392E+00
  47        8.842527E-05        3.032241E-12        4.675000E-02        3.242392E+00
  48        7.639943E-05        1.875389E-11        4.675000E-02        3.242392E+00
  49        6.600911E-05        1.875389E-11        4.675000E-02        3.242392E+00
  50        5.703187E-05        7.783107E-12        4.675000E-02        3.242392E+00
  51        4.927554E-05        1.168576E-11        4.675000E-02        3.242392E+00
  52        4.257406E-05        1.006306E-11        4.675000E-02        3.242392E+00
  53        3.678399E-05        9.502621E-12        4.675000E-02        3.242392E+00
  54        3.178137E-05        1.875389E-11        4.675000E-02        3.242392E+00
  55        2.745910E-05        1.875389E-11        4.675000E-02        3.242392E+00
  56        2.372466E-05        1.875389E-11        4.675000E-02        3.242392E+00
  57        2.049811E-05        1.875389E-11        4.675000E-02        3.242392E+00
  58        1.771037E-05        5.813572E-12        4.675000E-02        3.242392E+00
  59        1.530176E-05        2.259748E-11        4.675000E-02        3.242392E+00
  60        1.322072E-05        2.259748E-11        4.675000E-02        3.242392E+00
